Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Unit_Price,Quantity,Revenue,Profit,Channel,Year,Month_Name,Quarter
Sports Direct,1128299,2021-01-19,West,Hawaii,Honolulu,Men's Athletic Footwear,48.00,123,590.4,206.64,Online,2021,January,1
Amazon,1185732,2021-01-23,Northeast,Vermont,Burlington,Men's Street Footwear,34.00,173,588.2,252.93,Outlet,2021,January,1
Kohl's,1189833,2021-01-23,Midwest,Montana,Billings,Men's Street Footwear,39.00,150,585,333.45,Online,2021,January,1
Kohl's,1128299,2021-01-28,West,Arizona,Phoenix,Men's Athletic Footwear,42.00,138,579.6,307.19,Online,2021,January,1
Kohl's,1128299,2021-01-28,West,Arizona,Phoenix,Women's Street Footwear,42.00,138,579.6,266.62,Online,2021,January,1
Foot Locker,1185732,2020-01-03,Northeast,Pennsylvania,Philadelphia,Women's Apparel,68.00,83,564.4,242.69,Online,2020,January,1
West Gear,1128299,2020-01-16,West,Nevada,Las Vegas,Men's Street Footwear,31.00,182,564.2,253.89,Outlet,2020,January,1
West Gear,1128299,2020-01-24,West,Nevada,Las Vegas,Women's Street Footwear,47.00,120,564,253.80,Outlet,2020,January,1
Amazon,1185732,2021-01-15,Southeast,North Carolina,Charlotte,Men's Apparel,44.00,128,563.2,281.60,Online,2021,January,1
Kohl's,1189833,2021-01-22,Midwest,Montana,Billings,Women's Apparel,55.00,101,555.5,216.65,Online,2021,January,1
Kohl's,1189833,2021-01-11,Midwest,Montana,Billings,Men's Street Footwear,32.00,173,553.6,304.48,Online,2021,January,1
Amazon,1185732,2021-01-15,Southeast,North Carolina,Charlotte,Women's Apparel,32.00,173,553.6,359.84,Online,2021,January,1
Sports Direct,1128299,2021-01-19,West,Hawaii,Honolulu,Women's Street Footwear,45.00,123,553.5,226.94,Online,2021,January,1
West Gear,1128299,2020-01-11,West,Nevada,Las Vegas,Men's Athletic Footwear,43.00,128,550.4,220.16,Online,2020,January,1
West Gear,1128299,2020-01-18,West,Nevada,Las Vegas,Women's Street Footwear,43.00,128,550.4,258.69,Outlet,2020,January,1
Foot Locker,1197831,2021-01-07,South,Louisiana,New Orleans,Men's Athletic Footwear,28.00,196,548.8,246.96,Online,2021,January,1
Foot Locker,1185732,2021-01-22,Southeast,Kentucky,Louisville,Men's Street Footwear,29.00,189,548.1,295.97,Online,2021,January,1
West Gear,1128299,2020-01-18,West,Nevada,Las Vegas,Women's Street Footwear,52.00,104,540.8,286.62,Online,2020,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Women's Street Footwear,32.00,169,540.8,205.50,Online,2021,January,1
Kohl's,1189833,2021-01-13,Midwest,Montana,Billings,Women's Street Footwear,42.00,128,537.6,306.43,Online,2021,January,1
Kohl's,1128299,2021-01-28,West,Arizona,Phoenix,Women's Apparel,42.00,128,537.6,193.54,Online,2021,January,1
West Gear,1128299,2020-01-10,West,Nevada,Las Vegas,Men's Street Footwear,34.00,158,537.2,268.60,Online,2020,January,1
Kohl's,1189833,2021-01-05,Midwest,Montana,Billings,Men's Street Footwear,34.00,158,537.2,306.20,Online,2021,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Women's Athletic Footwear,37.00,145,536.5,219.97,Online,2021,January,1
Sports Direct,1185732,2021-01-21,Southeast,Virginia,Richmond,Men's Street Footwear,23.00,233,535.9,278.67,Outlet,2021,January,1
West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Men's Athletic Footwear,46.00,116,533.6,154.74,Outlet,2020,January,1
Kohl's,1189833,2021-01-19,Midwest,Montana,Billings,Women's Street Footwear,44.00,120,528,316.80,Online,2021,January,1
Sports Direct,1128299,2021-01-15,West,New Mexico,Albuquerque,Men's Athletic Footwear,39.00,135,526.5,268.52,Online,2021,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Women's Street Footwear,26.00,202,525.2,152.31,Outlet,2021,January,1
West Gear,1128299,2020-01-09,West,Nevada,Las Vegas,Women's Apparel,41.00,128,524.8,157.44,Online,2020,January,1
Kohl's,1189833,2021-01-07,Midwest,Montana,Billings,Women's Street Footwear,43.00,122,524.6,299.02,Online,2021,January,1
Sports Direct,1185732,2021-01-21,Southeast,Virginia,Richmond,Men's Apparel,43.00,122,524.6,272.79,Online,2021,January,1
Foot Locker,1185732,2021-01-14,Midwest,Kansas,Wichita,Men's Street Footwear,38.00,138,524.4,256.96,Online,2021,January,1
Sports Direct,1185732,2021-01-21,Southeast,Virginia,Richmond,Men's Athletic Footwear,34.00,154,523.6,267.04,Online,2021,January,1
Sports Direct,1185732,2021-01-21,Southeast,Virginia,Richmond,Men's Athletic Footwear,28.00,187,523.6,246.09,Outlet,2021,January,1
Foot Locker,1185732,2021-01-11,Southeast,Georgia,Atlanta,Women's Athletic Footwear,25.00,209,522.5,182.88,Outlet,2021,January,1
West Gear,1128299,2020-01-17,West,Nevada,Las Vegas,Men's Athletic Footwear,42.00,124,520.8,166.66,Outlet,2020,January,1
Kohl's,1189833,2021-01-06,Midwest,Montana,Billings,Men's Athletic Footwear,42.00,123,516.6,232.47,Online,2021,January,1
Foot Locker,1128299,2021-01-12,West,Alaska,Anchorage,Women's Apparel,42.00,123,516.6,278.96,Online,2021,January,1
West Gear,1128299,2020-01-29,West,Nevada,Las Vegas,Men's Athletic Footwear,43.00,120,516,180.60,Outlet,2020,January,1
West Gear,1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44.00,117,514.8,190.48,Online,2020,January,1
West Gear,1128299,2020-01-31,West,Nevada,Las Vegas,Women's Athletic Footwear,57.00,90,513,256.50,Online,2020,January,1
Kohl's,1189833,2021-01-10,Midwest,Montana,Billings,Women's Apparel,43.00,119,511.7,189.33,Online,2021,January,1
West Gear,1185732,2021-01-14,Southeast,Florida,Orlando,Women's Athletic Footwear,30.00,170,510,188.70,Outlet,2021,January,1
West Gear,1128299,2020-01-21,West,Nevada,Las Vegas,Women's Apparel,54.00,94,507.6,172.58,Online,2020,January,1
West Gear,1128299,2020-01-11,West,Nevada,Las Vegas,Men's Athletic Footwear,35.00,145,507.5,157.33,Outlet,2020,January,1
West Gear,1128299,2020-01-06,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36.00,140,504,236.88,Outlet,2020,January,1
Kohl's,1128299,2021-01-28,West,Arizona,Phoenix,Women's Street Footwear,32.00,157,502.4,195.94,Outlet,2021,January,1
Sports Direct,1185732,2021-01-08,Southeast,South Carolina,Charleston,Women's Athletic Footwear,29.00,173,501.7,275.94,Online,2021,January,1
West Gear,1128299,2021-01-19,West,Oregon,Portland,Women's Apparel,41.00,122,500.2,240.10,Online,2021,January,1
Amazon,1185732,2021-01-24,Midwest,Ohio,Columbus,Men's Street Footwear,37.00,135,499.5,269.73,Online,2021,January,1
Amazon,1185732,2021-01-15,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33.00,150,495,247.50,Online,2021,January,1
West Gear,1128299,2020-01-31,West,Nevada,Las Vegas,Women's Athletic Footwear,47.00,105,493.5,227.01,Outlet,2020,January,1
Foot Locker,1185732,2021-01-19,Northeast,Maryland,Baltimore,Men's Street Footwear,36.00,137,493.2,221.94,Online,2021,January,1
Kohl's,1189833,2021-01-25,Midwest,Montana,Billings,Women's Street Footwear,44.00,111,488.4,268.62,Online,2021,January,1
West Gear,1128299,2020-01-12,West,Nevada,Las Vegas,Women's Street Footwear,41.00,119,487.9,258.59,Online,2020,January,1
Kohl's,1189833,2021-01-01,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41.00,119,487.9,287.86,Online,2021,January,1
Kohl's,1185732,2021-01-16,Northeast,New York,Albany,Women's Street Footwear,29.00,168,487.2,233.86,Online,2021,January,1
West Gear,1197831,2021-01-07,South,Louisiana,New Orleans,Women's Apparel,34.00,143,486.2,291.72,Online,2021,January,1
West Gear,1128299,2020-01-21,West,Nevada,Las Vegas,Women's Apparel,39.00,124,483.6,125.74,Outlet,2020,January,1
Sports Direct,1185732,2021-01-21,Southeast,Virginia,Richmond,Women's Apparel,25.00,193,482.5,279.85,Outlet,2021,January,1
West Gear,1128299,2021-01-19,West,Oregon,Portland,Women's Street Footwear,43.00,112,481.6,260.06,Online,2021,January,1
West Gear,1128299,2020-01-06,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41.00,117,479.7,259.04,Online,2020,January,1
Sports Direct,1128299,2021-01-15,West,New Mexico,Albuquerque,Women's Street Footwear,38.00,126,478.8,215.46,Online,2021,January,1
Sports Direct,1185732,2021-01-19,Northeast,Rhode Island,Providence,Men's Street Footwear,38.00,126,478.8,205.88,Online,2021,January,1
West Gear,1128299,2021-01-19,West,Oregon,Portland,Women's Apparel,34.00,140,476,190.40,Outlet,2021,January,1
West Gear,1128299,2020-01-15,West,Nevada,Las Vegas,Women's Apparel,41.00,116,475.6,161.70,Online,2020,January,1
Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Men's Street Footwear,38.00,125,475,242.25,Online,2021,January,1
West Gear,1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,35.00,135,472.5,146.48,Outlet,2020,January,1
Kohl's,1189833,2021-01-12,Midwest,Montana,Billings,Men's Athletic Footwear,41.00,115,471.5,193.32,Online,2021,January,1
Kohl's,1189833,2021-01-16,Midwest,Montana,Billings,Women's Apparel,42.00,112,470.4,183.46,Online,2021,January,1
Foot Locker,1128299,2021-01-12,West,Alaska,Anchorage,Men's Athletic Footwear,43.00,109,468.7,154.67,Online,2021,January,1
West Gear,1128299,2020-01-10,West,Nevada,Las Vegas,Men's Street Footwear,27.00,173,467.1,200.85,Outlet,2020,January,1
Foot Locker,1128299,2021-01-12,West,Alaska,Anchorage,Women's Street Footwear,41.00,113,463.3,166.79,Online,2021,January,1
Foot Locker,1185732,2021-01-22,Southeast,Kentucky,Louisville,Women's Apparel,29.00,158,458.2,284.08,Online,2021,January,1
Sports Direct,1185732,2021-01-21,Southeast,Virginia,Richmond,Women's Apparel,33.00,138,455.4,309.67,Online,2021,January,1
Sports Direct,1185732,2021-01-08,Southeast,South Carolina,Charleston,Women's Street Footwear,24.00,189,453.6,244.94,Online,2021,January,1
West Gear,1185732,2021-01-13,Midwest,Missouri,St. Louis,Men's Street Footwear,23.00,196,450.8,247.94,Online,2021,January,1
Foot Locker,1128299,2021-01-25,West,Idaho,Boise,Women's Street Footwear,31.00,145,449.5,175.31,Outlet,2021,January,1
West Gear,1185732,2021-01-12,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.00,140,448,232.96,Online,2021,January,1
Sports Direct,1128299,2021-01-15,West,New Mexico,Albuquerque,Women's Street Footwear,32.00,140,448,188.16,Outlet,2021,January,1
West Gear,1128299,2021-01-12,Northeast,Maine,Portland,Men's Athletic Footwear,41.00,109,446.9,147.48,Online,2021,January,1
Kohl's,1185732,2021-01-16,Northeast,New York,Albany,Women's Athletic Footwear,34.00,131,445.4,209.34,Online,2021,January,1
West Gear,1128299,2020-01-25,West,Nevada,Las Vegas,Women's Athletic Footwear,59.00,75,442.5,203.55,Online,2020,January,1
Kohl's,1185732,2021-01-12,Northeast,Delaware,Wilmington,Men's Street Footwear,32.00,138,441.6,220.80,Online,2021,January,1
Kohl's,1128299,2021-01-28,West,Arizona,Phoenix,Men's Athletic Footwear,30.00,147,441,207.27,Outlet,2021,January,1
Foot Locker,1128299,2021-01-26,West,Wyoming,Cheyenne,Women's Apparel,38.00,116,440.8,198.36,Online,2021,January,1
Foot Locker,1185732,2020-01-03,Northeast,Pennsylvania,Philadelphia,Women's Apparel,53.00,83,439.9,140.77,Outlet,2020,January,1
Foot Locker,1197831,2021-01-07,South,Louisiana,New Orleans,Women's Athletic Footwear,33.00,133,438.9,232.62,Online,2021,January,1
Kohl's,1128299,2021-01-28,West,Arizona,Phoenix,Men's Street Footwear,33.00,133,438.9,215.06,Online,2021,January,1
Sports Direct,1128299,2021-01-19,West,Hawaii,Honolulu,Men's Street Footwear,38.00,115,437,187.91,Online,2021,January,1
Foot Locker,1185732,2021-01-22,Southeast,Kentucky,Louisville,Men's Apparel,38.00,115,437,209.76,Online,2021,January,1
Amazon,1185732,2021-01-26,West,Alaska,Anchorage,Women's Apparel,52.00,84,436.8,179.09,Online,2021,January,1
Kohl's,1189833,2021-01-24,Midwest,Montana,Billings,Men's Athletic Footwear,41.00,106,434.6,191.22,Online,2021,January,1
Kohl's,1189833,2021-01-18,Midwest,Montana,Billings,Men's Athletic Footwear,43.00,101,434.3,195.44,Online,2021,January,1
West Gear,1128299,2021-01-12,Northeast,Maine,Portland,Women's Street Footwear,43.00,101,434.3,173.72,Online,2021,January,1
West Gear,1128299,2020-01-12,West,Nevada,Las Vegas,Women's Street Footwear,31.00,140,434,186.62,Outlet,2020,January,1
West Gear,1128299,2020-01-15,West,Nevada,Las Vegas,Women's Apparel,31.00,140,434,99.82,Outlet,2020,January,1
Amazon,1185732,2021-01-23,Northeast,Vermont,Burlington,Men's Athletic Footwear,39.00,111,432.9,186.15,Outlet,2021,January,1
Foot Locker,1197831,2021-01-07,South,Louisiana,New Orleans,Women's Athletic Footwear,26.00,166,431.6,181.27,Outlet,2021,January,1
Kohl's,1189833,2021-01-02,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44.00,98,431.2,224.22,Online,2021,January,1
Amazon,1185732,2021-01-16,Northeast,Massachusetts,Boston,Women's Apparel,44.00,98,431.2,219.91,Online,2021,January,1
Amazon,1185732,2021-01-23,Northeast,Vermont,Burlington,Women's Apparel,49.00,88,431.2,194.04,Online,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,New Hampshire,Manchester,Women's Apparel,41.00,105,430.5,137.76,Outlet,2021,January,1
West Gear,1128299,2020-01-04,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,27.00,158,426.6,179.17,Outlet,2020,January,1
Sports Direct,1197831,2021-01-25,South,Mississippi,Jackson,Men's Street Footwear,24.00,176,422.4,215.42,Online,2021,January,1
Sports Direct,1185732,2021-01-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,33.00,128,422.4,190.08,Online,2021,January,1
West Gear,1128299,2021-01-19,West,Oregon,Portland,Women's Street Footwear,33.00,128,422.4,181.63,Outlet,2021,January,1
Foot Locker,1185732,2021-01-20,Midwest,Michigan,Detroit,Men's Street Footwear,27.00,156,421.2,210.60,Online,2021,January,1
West Gear,1128299,2021-01-26,West,Utah,Salt Lake City,Women's Apparel,39.00,108,421.2,181.12,Online,2021,January,1
Sports Direct,1128299,2021-01-15,West,New Mexico,Albuquerque,Women's Apparel,36.00,117,421.2,164.27,Online,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,New Hampshire,Manchester,Women's Apparel,54.00,78,421.2,189.54,Online,2021,January,1
West Gear,1128299,2020-01-19,West,Nevada,Las Vegas,Women's Athletic Footwear,50.00,84,420,197.40,Online,2020,January,1
West Gear,1128299,2021-01-19,West,Oregon,Portland,Men's Athletic Footwear,42.00,100,420,226.80,Online,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50.00,84,420,197.40,Online,2021,January,1
Sports Direct,1185732,2021-01-21,Southeast,Virginia,Richmond,Men's Apparel,30.00,140,420,189.00,Outlet,2021,January,1
Foot Locker,1128299,2021-01-25,West,Idaho,Boise,Men's Athletic Footwear,30.00,140,420,180.60,Outlet,2021,January,1
Foot Locker,1197831,2021-01-07,South,Louisiana,New Orleans,Men's Athletic Footwear,20.00,209,418,150.48,Outlet,2021,January,1
Foot Locker,1185732,2021-01-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,29.00,142,411.8,185.31,Online,2021,January,1
Kohl's,1128299,2021-01-28,West,Arizona,Phoenix,Men's Street Footwear,27.00,152,410.4,168.26,Outlet,2021,January,1
West Gear,1128299,2021-01-26,West,Utah,Salt Lake City,Men's Athletic Footwear,39.00,105,409.5,200.66,Online,2021,January,1
West Gear,1128299,2021-01-26,West,Utah,Salt Lake City,Women's Street Footwear,39.00,105,409.5,196.56,Online,2021,January,1
Amazon,1185732,2021-01-23,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.00,91,409.5,217.04,Online,2021,January,1
Amazon,1185732,2021-01-15,Southeast,North Carolina,Charlotte,Women's Street Footwear,24.00,167,400.8,216.43,Online,2021,January,1
West Gear,1197831,2021-01-25,South,Arkansas,Little Rock,Men's Street Footwear,24.00,167,400.8,212.42,Online,2021,January,1
Kohl's,1189833,2021-01-14,Midwest,Montana,Billings,Women's Athletic Footwear,44.00,91,400.4,212.21,Online,2021,January,1
West Gear,1185732,2021-01-19,Midwest,Indiana,Indianapolis,Men's Street Footwear,32.00,125,400,208.00,Online,2021,January,1
Foot Locker,1128299,2021-01-25,West,Idaho,Boise,Women's Apparel,36.00,111,399.6,139.86,Online,2021,January,1
Foot Locker,1185732,2021-01-26,Northeast,New Hampshire,Manchester,Women's Street Footwear,44.00,90,396,138.60,Online,2021,January,1
Amazon,1185732,2021-01-16,Northeast,Massachusetts,Boston,Men's Athletic Footwear,42.00,94,394.8,236.88,Online,2021,January,1
Foot Locker,1128299,2021-01-25,West,Idaho,Boise,Men's Athletic Footwear,37.00,106,392.2,200.02,Online,2021,January,1
Foot Locker,1128299,2021-01-25,West,Idaho,Boise,Women's Street Footwear,37.00,106,392.2,192.18,Online,2021,January,1
Sports Direct,1128299,2021-01-15,West,New Mexico,Albuquerque,Women's Apparel,28.00,140,392,125.44,Outlet,2021,January,1
Sports Direct,1185732,2021-01-19,Northeast,Rhode Island,Providence,Men's Street Footwear,28.00,140,392,129.36,Outlet,2021,January,1
Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Men's Street Footwear,34.00,115,391,179.86,Online,2021,January,1
West Gear,1128299,2020-01-04,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,32.00,122,390.4,199.10,Online,2020,January,1
Amazon,1185732,2021-01-16,Northeast,Massachusetts,Boston,Men's Athletic Footwear,36.00,107,385.2,188.75,Outlet,2021,January,1
West Gear,1128299,2021-01-19,West,Oregon,Portland,Men's Athletic Footwear,31.00,124,384.4,169.14,Outlet,2021,January,1
Foot Locker,1185732,2021-01-20,Midwest,Michigan,Detroit,Men's Apparel,39.00,98,382.2,187.28,Online,2021,January,1
West Gear,1128299,2020-01-19,West,Nevada,Las Vegas,Women's Athletic Footwear,41.00,93,381.3,156.33,Outlet,2020,January,1
Sports Direct,1128299,2021-01-15,West,New Mexico,Albuquerque,Men's Street Footwear,29.00,131,379.9,193.75,Online,2021,January,1
Foot Locker,1128299,2021-01-26,West,Wyoming,Cheyenne,Men's Athletic Footwear,36.00,105,378,173.88,Online,2021,January,1
Foot Locker,1128299,2021-01-25,West,Idaho,Boise,Women's Apparel,27.00,140,378,102.06,Outlet,2021,January,1
Sports Direct,1128299,2021-01-15,West,New Mexico,Albuquerque,Men's Athletic Footwear,27.00,140,378,177.66,Outlet,2021,January,1
West Gear,1128299,2020-01-07,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.00,87,374.1,187.05,Online,2020,January,1
West Gear,1128299,2021-01-26,West,Utah,Salt Lake City,Women's Apparel,28.00,132,369.6,125.66,Outlet,2021,January,1
Sports Direct,1128299,2021-01-19,West,Hawaii,Honolulu,Men's Apparel,54.00,68,367.2,110.16,Online,2021,January,1
Kohl's,1128299,2021-01-28,West,Arizona,Phoenix,Women's Athletic Footwear,43.00,85,365.5,179.10,Online,2021,January,1
Sports Direct,1197831,2021-01-25,South,Mississippi,Jackson,Men's Street Footwear,17.00,215,365.5,160.82,Outlet,2021,January,1
Kohl's,1189833,2021-01-03,Midwest,Montana,Billings,Men's Apparel,47.00,77,361.9,271.43,Online,2021,January,1
Sports Direct,1128299,2021-01-19,West,Hawaii,Honolulu,Women's Athletic Footwear,47.00,77,361.9,162.86,Online,2021,January,1
Kohl's,1128299,2021-01-28,West,Arizona,Phoenix,Men's Apparel,45.00,80,360,147.60,Online,2021,January,1
West Gear,1128299,2020-01-25,West,Nevada,Las Vegas,Women's Athletic Footwear,40.00,90,360,147.60,Outlet,2020,January,1
Foot Locker,1128299,2021-01-12,West,Alaska,Anchorage,Men's Street Footwear,33.00,109,359.7,136.69,Online,2021,January,1
Sports Direct,1128299,2021-01-15,West,New Mexico,Albuquerque,Men's Street Footwear,24.00,149,357.6,164.50,Outlet,2021,January,1
